DATE,LNS11300032
1996-07-01,63.1
1996-08-01,63
1996-09-01,62.4
1996-10-01,63.3
1996-11-01,63.3
1996-12-01,63.5
1997-01-01,63.5
1997-02-01,63.6
1997-03-01,63.6
1997-04-01,63.8
1997-05-01,63.8
1997-06-01,63.5
1997-07-01,64.1
1997-08-01,64.7
1997-09-01,64.6
1997-10-01,63.8
1997-11-01,63.9
1997-12-01,64.6
1998-01-01,64.4
1998-02-01,65.1
1998-03-01,65
1998-04-01,64.3
1998-05-01,63.8
1998-06-01,64.5
1998-07-01,65
1998-08-01,64.8
1998-09-01,64.6
1998-10-01,65.4
1998-11-01,65.6
1998-12-01,65.5
1999-01-01,65.8
1999-02-01,65.5
1999-03-01,65.7
1999-04-01,66.3
1999-05-01,65.5
1999-06-01,65.9
1999-07-01,66.9
1999-08-01,66.2
1999-09-01,66.8
1999-10-01,66
1999-11-01,66.2
1999-12-01,65.7
2000-01-01,66.4
2000-02-01,66.2
2000-03-01,66
2000-04-01,65.6
2000-05-01,65.9
2000-06-01,65.6
2000-07-01,65.1
2000-08-01,64.9
2000-09-01,64.4
2000-10-01,64.7
2000-11-01,65.1
2000-12-01,64.9
2001-01-01,65.6
2001-02-01,65.2
2001-03-01,65.8
2001-04-01,65.1
2001-05-01,65.5
2001-06-01,65.8
2001-07-01,65.4
2001-08-01,65.1
2001-09-01,65.1
2001-10-01,65.1
2001-11-01,64.5
2001-12-01,64.7
2002-01-01,64.7
2002-02-01,64.4
2002-03-01,63.9
2002-04-01,64.5
2002-05-01,64.6
2002-06-01,64
2002-07-01,63.8
2002-08-01,64
2002-09-01,64.4
2002-10-01,64.2
2002-11-01,64.8
2002-12-01,65.2
2003-01-01,64.9
2003-02-01,64.2
2003-03-01,64.5
2003-04-01,64.9
2003-05-01,65.3
2003-06-01,65.1
2003-07-01,64.5
2003-08-01,65.1
2003-09-01,64.3
2003-10-01,64.4
2003-11-01,64.4
2003-12-01,63.1
2004-01-01,63.9
2004-02-01,64.2
2004-03-01,64.8
2004-04-01,64.7
2004-05-01,63.5
2004-06-01,63.4
2004-07-01,65
2004-08-01,64.3
2004-09-01,64.2
2004-10-01,64.4
2004-11-01,63.9
2004-12-01,64.1
2005-01-01,64.1
2005-02-01,64.1
2005-03-01,63.9
2005-04-01,64.1
2005-05-01,64.3
2005-06-01,64.5
2005-07-01,64.1
2005-08-01,64.4
2005-09-01,64.5
2005-10-01,65.2
2005-11-01,64.9
2005-12-01,64.3
2006-01-01,64.2
2006-02-01,64.1
2006-03-01,64.4
2006-04-01,64
2006-05-01,64
2006-06-01,64
2006-07-01,64.2
2006-08-01,64.8
2006-09-01,63.6
2006-10-01,64.2
2006-11-01,64.6
2006-12-01,65
2007-01-01,64.8
2007-02-01,64.4
2007-03-01,64.2
2007-04-01,63.8
2007-05-01,64
2007-06-01,64.2
2007-07-01,64.1
2007-08-01,63.8
2007-09-01,64
2007-10-01,64
2007-11-01,63.3
2007-12-01,63.7
2008-01-01,64.2
2008-02-01,63.6
2008-03-01,64.9
2008-04-01,64.8
2008-05-01,64.5
2008-06-01,64.2
2008-07-01,64.2
2008-08-01,64.6
2008-09-01,63.9
2008-10-01,64.3
2008-11-01,64.4
2008-12-01,64.5
2009-01-01,63.8
2009-02-01,63.7
2009-03-01,63.4
2009-04-01,63.8
2009-05-01,63.6
2009-06-01,63.9
2009-07-01,64
2009-08-01,63.1
2009-09-01,63.1
2009-10-01,62.6
2009-11-01,63
2009-12-01,62.7
2010-01-01,63
2010-02-01,62.9
2010-03-01,62.9
2010-04-01,63.7
2010-05-01,63.3
2010-06-01,63.1
2010-07-01,63.1
2010-08-01,63
2010-09-01,63
2010-10-01,62.9
2010-11-01,63.7
2010-12-01,63.3
2011-01-01,62.7
2011-02-01,62.6
2011-03-01,61.9
2011-04-01,61.8
2011-05-01,62.1
2011-06-01,61.7
2011-07-01,61.6
2011-08-01,62.4
2011-09-01,63.5
2011-10-01,62.5
2011-11-01,61.8
2011-12-01,62.2
2012-01-01,61.8
2012-02-01,62.6
2012-03-01,63.1
2012-04-01,62.7
2012-05-01,62.2
2012-06-01,63.1
2012-07-01,62.1
2012-08-01,62.6
2012-09-01,62.2
2012-10-01,63.4
2012-11-01,62.2
2012-12-01,62.5
2013-01-01,62.5
2013-02-01,62.2
2013-03-01,61.3
2013-04-01,62.1
2013-05-01,62.6
2013-06-01,62.7
2013-07-01,61.6
2013-08-01,61.3
2013-09-01,61.3
2013-10-01,61.3
2013-11-01,61.1
2013-12-01,61.3
2014-01-01,61.5
2014-02-01,62
2014-03-01,62.1
2014-04-01,61.8
2014-05-01,61.4
2014-06-01,61.8
2014-07-01,62.3
2014-08-01,61.2
2014-09-01,61.4
2014-10-01,61.3
2014-11-01,61.6
2014-12-01,61.2
2015-01-01,61.2
2015-02-01,61.2
2015-03-01,61.5
2015-04-01,62.3
2015-05-01,62.2
2015-06-01,62.4
2015-07-01,62.4
2015-08-01,62.5
2015-09-01,62.1
2015-10-01,62.3
2015-11-01,62.5
2015-12-01,62.0
2016-01-01,62.0
2016-02-01,61.8
2016-03-01,61.4
2016-04-01,60.5
2016-05-01,61.1
